iter	Passed	Remaining
3276	5544	11374
3277	5545	11372
3278	5547	11370
3279	5549	11368
3280	5550	11366
3281	5552	11364
3282	5553	11362
3283	5555	11360
3284	5556	11358
3285	5558	11356
3286	5559	11354
3287	5561	11352
3288	5563	11352
3289	5565	11350
3290	5566	11348
3291	5568	11346
3292	5570	11345
3293	5572	11343
3294	5573	11341
3295	5575	11339
3296	5576	11337
3297	5578	11335
3298	5579	11333
3299	5581	11332
3300	5583	11330
3301	5584	11328
3302	5586	11326
3303	5587	11323
3304	5589	11321
3305	5590	11320
3306	5592	11318
3307	5593	11315
3308	5595	11313
3309	5596	11311
3310	5598	11309
3311	5599	11307
3312	5601	11305
3313	5603	11304
3314	5604	11302
3315	5606	11300
3316	5607	11298
3317	5609	11296
3318	5611	11294
3319	5612	11292
3320	5613	11290
3321	5615	11288
3322	5617	11286
3323	5618	11284
3324	5620	11282
3325	5622	11281
3326	5623	11279
3327	5625	11277
3328	5626	11275
3329	5628	11273
3330	5629	11271
3331	5631	11269
3332	5632	11267
3333	5634	11265
3334	5636	11263
3335	5637	11261
3336	5639	11259
3337	5640	11257
3338	5642	11255
3339	5643	11253
3340	5645	11251
3341	5646	11249
3342	5648	11248
3343	5650	11246
3344	5651	11244
3345	5653	11242
3346	5654	11240
3347	5656	11238
3348	5658	11236
3349	5659	11234
3350	5661	11232
3351	5662	11230
3352	5664	11228
3353	5665	11226
3354	5667	11224
3355	5668	11222
3356	5670	11221
3357	5672	11219
3358	5673	11216
3359	5675	11215
3360	5676	11213
3361	5678	11211
3362	5679	11209
3363	5681	11207
3364	5683	11205
3365	5684	11203
3366	5686	11201
3367	5687	11199
3368	5689	11197
3369	5690	11195
3370	5692	11193
3371	5693	11191
3372	5695	11189
3373	5696	11187
3374	5698	11185
3375	5700	11184
3376	5701	11181
3377	5703	11179
3378	5704	11178
3379	5706	11176
3380	5707	11174
3381	5709	11172
3382	5710	11170
3383	5712	11168
3384	5714	11166
3385	5715	11164
3386	5717	11162
3387	5718	11160
3388	5720	11158
3389	5721	11156
3390	5723	11154
3391	5724	11152
3392	5726	11150
3393	5728	11149
3394	5729	11147
3395	5731	11145
3396	5733	11144
3397	5734	11142
3398	5736	11140
3399	5738	11138
3400	5739	11136
3401	5741	11135
3402	5743	11133
3403	5745	11132
3404	5746	11130
3405	5748	11128
3406	5749	11126
3407	5751	11125
3408	5753	11123
3409	5754	11121
3410	5756	11119
3411	5757	11117
3412	5759	11115
3413	5761	11113
3414	5762	11111
3415	5764	11110
3416	5766	11108
3417	5767	11106
3418	5769	11104
3419	5770	11102
3420	5772	11101
3421	5773	11099
3422	5775	11097
3423	5777	11095
3424	5778	11093
3425	5780	11091
3426	5781	11089
3427	5783	11087
3428	5784	11085
3429	5786	11084
3430	5788	11082
3431	5790	11081
3432	5791	11079
3433	5793	11077
3434	5795	11075
3435	5796	11074
3436	5798	11072
3437	5800	11070
3438	5801	11068
3439	5803	11067
3440	5805	11065
3441	5806	11063
3442	5808	11061
3443	5809	11059
3444	5811	11058
3445	5813	11056
3446	5814	11054
3447	5816	11052
3448	5818	11051
3449	5820	11050
3450	5822	11048
3451	5823	11046
3452	5825	11045
3453	5828	11045
3454	5829	11043
3455	5831	11041
3456	5832	11039
3457	5834	11038
3458	5836	11036
3459	5838	11034
3460	5839	11033
3461	5841	11031
3462	5843	11029
3463	5844	11028
3464	5846	11026
3465	5848	11024
3466	5849	11022
3467	5851	11021
3468	5853	11019
3469	5854	11017
3470	5856	11016
3471	5858	11014
3472	5860	11013
3473	5861	11011
3474	5863	11010
3475	5865	11008
3476	5867	11006
3477	5868	11005
3478	5870	11003
3479	5872	11002
3480	5874	11000
3481	5875	10998
3482	5877	10997
3483	5879	10995
3484	5880	10993
3485	5882	10991
3486	5884	10990
3487	5885	10988
3488	5887	10987
3489	5889	10986
3490	5891	10984
3491	5893	10983
3492	5895	10981
3493	5896	10980
3494	5898	10978
3495	5899	10976
3496	5901	10974
3497	5903	10972
3498	5904	10970
3499	5906	10969
3500	5908	10968
3501	5910	10966
3502	5911	10964
3503	5913	10963
3504	5915	10961
3505	5916	10959
3506	5918	10957
3507	5920	10956
3508	5922	10955
3509	5923	10953
3510	5926	10952
3511	5927	10951
3512	5929	10949
3513	5932	10950
3514	5934	10949
3515	5936	10947
3516	5938	10945
3517	5940	10944
3518	5941	10942
3519	5943	10940
3520	5944	10938
3521	5946	10937
3522	5947	10935
3523	5949	10934
3524	5951	10932
3525	5953	10930
3526	5954	10928
3527	5956	10927
3528	5958	10925
3529	5959	10923
3530	5961	10921
3531	5962	10919
3532	5964	10917
3533	5965	10915
3534	5967	10913
3535	5969	10912
3536	5970	10910
3537	5972	10908
3538	5973	10906
3539	5975	10904
3540	5977	10902
3541	5978	10900
3542	5980	10898
3543	5981	10896
3544	5983	10895
3545	5985	10893
3546	5986	10891
3547	5988	10890
3548	5990	10888
3549	5991	10886
3550	5993	10884
3551	5994	10882
3552	5996	10880
3553	5998	10879
3554	5999	10877
3555	6001	10875
3556	6003	10873
3557	6004	10871
3558	6006	10869
3559	6007	10868
3560	6009	10866
3561	6011	10864
3562	6012	10862
3563	6014	10860
3564	6016	10859
3565	6018	10858
3566	6019	10856
3567	6021	10854
3568	6022	10852
3569	6024	10850
3570	6025	10848
3571	6027	10846
3572	6029	10845
3573	6031	10843
3574	6032	10841
3575	6034	10839
3576	6035	10837
3577	6037	10835
3578	6038	10833
3579	6040	10832
3580	6041	10830
3581	6043	10828
3582	6045	10826
3583	6046	10824
3584	6048	10822
3585	6049	10820
3586	6051	10818
3587	6052	10817
3588	6054	10815
3589	6056	10814
3590	6058	10812
3591	6059	10810
3592	6061	10808
3593	6063	10806
3594	6064	10804
3595	6066	10802
3596	6067	10800
3597	6069	10799
3598	6070	10797
3599	6072	10796
3600	6074	10794
3601	6075	10792
3602	6077	10790
3603	6078	10788
3604	6080	10786
3605	6082	10784
3606	6084	10783
3607	6085	10781
3608	6087	10779
3609	6089	10778
3610	6090	10775
3611	6091	10773
3612	6093	10771
3613	6094	10769
3614	6096	10767
3615	6098	10765
3616	6099	10764
3617	6101	10762
3618	6102	10760
3619	6104	10758
3620	6106	10756
3621	6107	10754
3622	6109	10753
3623	6110	10751
3624	6112	10750
3625	6114	10748
3626	6115	10746
3627	6117	10744
3628	6118	10742
3629	6120	10740
3630	6122	10738
3631	6123	10736
3632	6125	10735
3633	6127	10733
3634	6128	10731
3635	6130	10729
3636	6131	10727
3637	6133	10726
3638	6135	10724
3639	6136	10722
3640	6138	10720
3641	6140	10719
3642	6141	10717
3643	6143	10715
3644	6145	10714
3645	6146	10712
3646	6148	10710
3647	6150	10708
3648	6151	10706
3649	6153	10706
3650	6155	10704
3651	6157	10702
3652	6158	10700
3653	6160	10698
3654	6161	10696
3655	6163	10695
3656	6165	10693
3657	6166	10691
3658	6168	10689
3659	6170	10688
3660	6171	10686
3661	6173	10684
3662	6175	10682
3663	6176	10680
3664	6178	10679
3665	6179	10677
3666	6181	10675
3667	6183	10673
3668	6184	10672
3669	6186	10670
3670	6188	10669
3671	6189	10667
3672	6191	10665
3673	6193	10663
3674	6194	10661
3675	6196	10659
3676	6197	10657
3677	6199	10655
3678	6201	10654
3679	6202	10652
3680	6204	10650
3681	6205	10648
3682	6207	10646
3683	6209	10645
3684	6210	10643
3685	6212	10641
3686	6213	10639
3687	6215	10637
3688	6217	10636
3689	6218	10634
3690	6220	10632
3691	6221	10630
3692	6223	10628
3693	6225	10626
3694	6226	10625
3695	6228	10623
3696	6229	10621
3697	6231	10619
3698	6233	10618
3699	6235	10616
3700	6236	10614
3701	6238	10612
3702	6239	10611
3703	6241	10609
3704	6243	10607
3705	6244	10605
3706	6246	10603
3707	6248	10602
3708	6249	10600
3709	6251	10599
3710	6253	10597
3711	6254	10595
3712	6256	10593
3713	6257	10591
3714	6259	10589
3715	6261	10588
3716	6262	10586
3717	6264	10584
3718	6266	10582
3719	6267	10580
3720	6269	10578
3721	6270	10577
3722	6272	10575
3723	6273	10573
3724	6275	10571
3725	6277	10570
3726	6278	10568
3727	6281	10567
3728	6282	10565
3729	6284	10563
3730	6285	10562
3731	6287	10560
3732	6289	10558
3733	6290	10556
3734	6292	10554
3735	6294	10553
3736	6295	10551
3737	6297	10549
3738	6299	10547
3739	6300	10546
3740	6302	10544
3741	6304	10542
3742	6305	10540
3743	6307	10539
3744	6309	10537
3745	6310	10536
3746	6312	10534
3747	6314	10532
3748	6315	10530
3749	6317	10529
3750	6319	10527
3751	6320	10525
3752	6322	10523
3753	6323	10521
3754	6325	10520
3755	6327	10518
3756	6329	10517
3757	6330	10515
3758	6332	10513
3759	6334	10511
3760	6335	10510
3761	6337	10508
3762	6339	10506
3763	6340	10504
3764	6342	10503
3765	6344	10502
3766	6346	10500
3767	6349	10500
3768	6351	10500
3769	6353	10498
3770	6354	10496
3771	6356	10495
3772	6358	10493
3773	6359	10492
3774	6361	10490
3775	6363	10488
3776	6364	10486
3777	6366	10485
3778	6368	10483
3779	6369	10481
3780	6371	10479
3781	6372	10477
3782	6374	10475
3783	6376	10474
3784	6377	10472
3785	6379	10470
3786	6380	10468
3787	6382	10466
3788	6384	10466
3789	6387	10465
3790	6389	10464
3791	6390	10462
3792	6392	10461
3793	6394	10460
3794	6396	10458
3795	6398	10457
3796	6401	10457
3797	6403	10456
3798	6405	10455
3799	6407	10454
3800	6409	10453
3801	6411	10451
3802	6412	10449
3803	6414	10448
3804	6416	10446
3805	6417	10444
3806	6419	10443
3807	6421	10441
3808	6423	10440
3809	6425	10439
3810	6427	10437
3811	6428	10436
3812	6430	10434
3813	6432	10432
3814	6433	10430
3815	6435	10428
3816	6437	10427
3817	6438	10425
3818	6440	10424
3819	6442	10423
3820	6444	10420
3821	6445	10418
3822	6447	10417
3823	6448	10415
3824	6450	10413
3825	6452	10412
3826	6454	10410
3827	6455	10408
3828	6457	10407
3829	6459	10406
3830	6461	10404
3831	6462	10402
3832	6464	10401
3833	6466	10399
3834	6467	10397
3835	6470	10397
3836	6472	10395
3837	6474	10394
3838	6476	10393
3839	6477	10391
3840	6479	10390
3841	6481	10388
3842	6483	10387
3843	6485	10385
3844	6488	10386
3845	6490	10385
3846	6492	10384
3847	6494	10382
3848	6495	10380
3849	6497	10379
3850	6499	10377
3851	6500	10375
3852	6502	10373
3853	6503	10371
3854	6505	10369
3855	6507	10368
3856	6508	10366
3857	6510	10364
3858	6512	10362
3859	6513	10360
3860	6514	10358
3861	6516	10356
3862	6517	10354
3863	6519	10353
3864	6521	10351
3865	6523	10350
3866	6524	10348
3867	6526	10346
3868	6527	10344
3869	6529	10342
3870	6530	10340
3871	6532	10338
3872	6534	10336
3873	6536	10335
3874	6537	10333
3875	6539	10331
3876	6540	10329
3877	6542	10328
3878	6544	10326
3879	6545	10324
3880	6547	10323
3881	6549	10321
3882	6550	10319
3883	6552	10317
3884	6553	10316
3885	6555	10314
3886	6557	10312
3887	6558	10310
3888	6560	10308
3889	6561	10306
3890	6563	10304
3891	6565	10303
3892	6566	10301
3893	6568	10300
3894	6570	10298
3895	6571	10296
3896	6573	10294
3897	6575	10292
3898	6576	10290
3899	6578	10288
3900	6579	10287
3901	6581	10285
3902	6583	10283
3903	6585	10282
3904	6586	10280
3905	6588	10278
3906	6589	10276
3907	6591	10274
3908	6592	10273
3909	6594	10271
3910	6596	10269
3911	6597	10267
3912	6599	10265
3913	6601	10264
3914	6603	10263
3915	6604	10261
3916	6606	10259
3917	6607	10257
3918	6609	10255
3919	6611	10254
3920	6612	10252
3921	6614	10250
3922	6616	10249
3923	6618	10248
3924	6619	10246
3925	6621	10244
3926	6623	10242
3927	6624	10240
3928	6626	10238
3929	6627	10236
3930	6629	10235
3931	6631	10233
3932	6633	10232
3933	6634	10230
3934	6636	10229
3935	6638	10227
3936	6640	10225
3937	6641	10223
3938	6643	10221
3939	6645	10220
3940	6646	10218
3941	6648	10216
3942	6650	10215
3943	6651	10213
3944	6653	10211
3945	6654	10210
3946	6656	10208
3947	6657	10206
3948	6659	10204
3949	6661	10202
3950	6662	10200
3951	6664	10199
3952	6666	10197
3953	6667	10195
3954	6669	10193
3955	6671	10191
3956	6672	10190
3957	6674	10188
3958	6675	10186
3959	6677	10184
3960	6678	10182
3961	6680	10180
3962	6682	10179
3963	6683	10177
3964	6685	10176
3965	6687	10174
3966	6688	10172
3967	6690	10170
3968	6691	10168
3969	6693	10166
3970	6695	10164
3971	6696	10163
3972	6698	10161
3973	6700	10159
3974	6701	10157
3975	6703	10155
3976	6704	10153
3977	6706	10151
3978	6707	10150
3979	6709	10148
3980	6711	10146
3981	6712	10144
3982	6714	10143
3983	6715	10141
3984	6717	10139
3985	6718	10137
3986	6720	10135
3987	6722	10133
3988	6723	10132
3989	6725	10130
3990	6727	10129
3991	6729	10128
3992	6731	10126
3993	6733	10124
3994	6734	10122
3995	6736	10121
3996	6737	10119
3997	6739	10117
3998	6741	10115
3999	6742	10113
4000	6744	10113
4001	6746	10111
4002	6748	10109
4003	6749	10107
4004	6751	10105
4005	6752	10103
4006	6754	10101
4007	6755	10099
4008	6757	10098
4009	6759	10096
4010	6760	10094
4011	6762	10092
4012	6763	10091
4013	6765	10089
4014	6767	10087
4015	6768	10085
4016	6770	10083
4017	6772	10082
4018	6773	10080
4019	6775	10079
4020	6777	10077
4021	6779	10076
4022	6780	10074
4023	6782	10072
4024	6784	10070
4025	6785	10068
4026	6787	10066
4027	6788	10065
4028	6790	10063
4029	6792	10062
4030	6793	10060
4031	6795	10058
4032	6797	10056
4033	6798	10054
4034	6800	10052
4035	6801	10050
4036	6803	10048
4037	6804	10046
4038	6806	10044
4039	6808	10044
4040	6810	10042
4041	6811	10040
4042	6813	10039
4043	6815	10037
4044	6817	10035
4045	6818	10034
4046	6820	10032
4047	6821	10030
4048	6823	10028
4049	6825	10027
4050	6826	10025
4051	6828	10023
4052	6830	10021
4053	6831	10020
4054	6833	10018
4055	6834	10016
4056	6836	10014
4057	6837	10012
4058	6840	10011
4059	6841	10009
4060	6843	10007
4061	6844	10006
4062	6846	10004
4063	6847	10002
4064	6849	10000
4065	6851	9998
4066	6852	9996
4067	6854	9994
4068	6855	9993
4069	6857	9991
4070	6859	9989
4071	6860	9987
4072	6862	9985
4073	6863	9984
4074	6865	9982
4075	6866	9980
4076	6868	9978
4077	6870	9976
4078	6871	9974
4079	6873	9973
4080	6875	9971
4081	6876	9969
4082	6878	9967
4083	6879	9965
4084	6881	9964
4085	6882	9962
4086	6884	9960
4087	6886	9958
4088	6887	9956
4089	6889	9955
4090	6891	9953
4091	6892	9951
4092	6894	9950
4093	6896	9948
4094	6897	9946
4095	6899	9944
4096	6901	9943
4097	6903	9942
4098	6905	9941
4099	6907	9939
4100	6908	9937
4101	6909	9935
4102	6911	9933
4103	6913	9931
4104	6914	9930
4105	6916	9928
4106	6918	9926
4107	6920	9925
4108	6921	9923
4109	6923	9921
4110	6925	9920
4111	6926	9918
4112	6928	9916
4113	6929	9914
4114	6931	9912
4115	6932	9910
4116	6934	9909
4117	6936	9907
4118	6937	9905
4119	6939	9903
4120	6940	9901
4121	6942	9899
4122	6943	9897
4123	6945	9895
4124	6946	9894
4125	6948	9892
4126	6950	9890
4127	6952	9889
4128	6953	9887
4129	6955	9885
4130	6956	9883
4131	6958	9882
4132	6960	9880
4133	6961	9878
4134	6963	9876
4135	6964	9874
4136	6966	9872
4137	6968	9871
4138	6970	9870
4139	6972	9868
4140	6973	9866
4141	6975	9865
4142	6976	9863
4143	6978	9861
4144	6979	9859
4145	6981	9857
4146	6983	9856
4147	6985	9854
4148	6986	9852
4149	6988	9850
4150	6989	9848
4151	6991	9847
4152	6993	9845
4153	6994	9843
4154	6996	9841
4155	6997	9840
4156	6999	9839
4157	7001	9837
4158	7003	9835
4159	7004	9833
4160	7006	9832
4161	7008	9830
4162	7010	9829
4163	7012	9827
4164	7013	9825
4165	7015	9824
4166	7017	9822
4167	7018	9820
4168	7020	9818
4169	7021	9817
4170	7023	9815
4171	7025	9813
4172	7026	9811
4173	7028	9809
4174	7029	9807
4175	7032	9807
4176	7033	9805
4177	7035	9803
4178	7036	9801
4179	7038	9799
4180	7039	9797
4181	7041	9796
4182	7043	9794
4183	7044	9792
4184	7046	9790
4185	7049	9790
4186	7050	9788
4187	7052	9786
4188	7053	9784
4189	7055	9783
4190	7056	9781
4191	7058	9779
4192	7059	9777
4193	7061	9775
4194	7063	9774
4195	7064	9772
4196	7066	9770
4197	7068	9768
4198	7069	9767
4199	7071	9765
4200	7072	9763
4201	7074	9761
4202	7076	9759
4203	7077	9757
4204	7079	9756
4205	7081	9755
4206	7083	9753
4207	7084	9751
4208	7086	9749
4209	7087	9747
4210	7089	9746
4211	7091	9744
4212	7092	9742
4213	7094	9741
4214	7096	9739
4215	7098	9738
4216	7099	9736
4217	7101	9734
4218	7103	9732
4219	7104	9731
4220	7106	9729
4221	7107	9727
4222	7109	9725
4223	7111	9724
4224	7112	9722
4225	7114	9720
4226	7116	9718
4227	7117	9717
4228	7119	9715
4229	7121	9713
4230	7122	9711
4231	7124	9710
4232	7125	9708
4233	7127	9706
4234	7129	9704
4235	7130	9702
4236	7132	9700
4237	7133	9699
4238	7135	9697
4239	7137	9695
4240	7138	9694
4241	7140	9692
4242	7142	9690
4243	7143	9688
4244	7145	9687
4245	7146	9685
4246	7148	9683
4247	7150	9681
4248	7151	9679
4249	7153	9677
4250	7154	9675
4251	7156	9674
4252	7157	9672
4253	7159	9670
4254	7160	9668
4255	7162	9666
4256	7163	9664
4257	7165	9662
4258	7167	9661
4259	7168	9659
4260	7170	9657
4261	7171	9655
4262	7173	9653
4263	7174	9651
4264	7176	9650
4265	7178	9648
4266	7179	9646
4267	7181	9644
4268	7183	9643
4269	7184	9641
4270	7186	9639
4271	7188	9638
4272	7189	9636
4273	7191	9634
4274	7193	9633
4275	7194	9631
4276	7196	9629
4277	7198	9628
4278	7200	9626
4279	7201	9624
4280	7203	9622
4281	7204	9621
4282	7206	9619
4283	7208	9618
4284	7210	9616
4285	7212	9615
4286	7214	9613
4287	7216	9613
4288	7218	9612
4289	7220	9610
4290	7222	9609
4291	7224	9608
4292	7227	9608
4293	7229	9606
4294	7231	9604
4295	7232	9603
4296	7234	9601
4297	7235	9599
4298	7237	9597
4299	7238	9595
4300	7241	9594
4301	7242	9593
4302	7244	9591
4303	7245	9589
4304	7247	9587
4305	7248	9585
4306	7250	9584
4307	7252	9582
4308	7253	9580
4309	7255	9578
4310	7256	9576
4311	7258	9575
4312	7260	9573
4313	7262	9571
4314	7263	9570
4315	7265	9568
4316	7267	9566
4317	7268	9564
4318	7270	9562
4319	7271	9561
4320	7273	9559
4321	7275	9557
4322	7276	9556
4323	7278	9554
4324	7279	9552
4325	7281	9550
4326	7283	9548
4327	7284	9546
4328	7286	9545
4329	7287	9543
4330	7289	9541
4331	7291	9539
4332	7292	9537
4333	7294	9536
4334	7295	9534
4335	7297	9532
4336	7299	9531
4337	7301	9529
4338	7302	9527
4339	7304	9526
4340	7305	9524
4341	7307	9522
4342	7309	9520
4343	7310	9518
4344	7312	9516
4345	7313	9515
4346	7315	9513
4347	7317	9511
4348	7318	9509
4349	7320	9508
4350	7322	9506
4351	7323	9504
4352	7325	9502
4353	7326	9500
4354	7328	9498
4355	7329	9497
4356	7331	9495
4357	7333	9493
4358	7334	9491
4359	7336	9490
4360	7338	9489
4361	7340	9487
4362	7342	9485
4363	7343	9484
4364	7345	9482
4365	7346	9480
4366	7348	9478
4367	7350	9477
4368	7352	9475
4369	7353	9473
4370	7355	9472
4371	7357	9470
4372	7358	9469
4373	7360	9467
4374	7362	9465
4375	7363	9463
4376	7365	9461
4377	7366	9460
4378	7369	9459
4379	7370	9457
4380	7372	9455
4381	7373	9453
4382	7375	9451
4383	7376	9449
4384	7378	9448
4385	7380	9446
4386	7381	9444
4387	7383	9443
4388	7385	9441
4389	7387	9439
4390	7388	9438
4391	7390	9436
4392	7392	9434
4393	7393	9432
4394	7395	9431
4395	7396	9429
4396	7398	9427
4397	7399	9425
4398	7402	9424
4399	7403	9423
4400	7405	9420
4401	7406	9419
4402	7408	9417
4403	7409	9415
4404	7411	9413
4405	7413	9411
4406	7414	9410
4407	7416	9408
4408	7417	9406
4409	7419	9404
4410	7421	9403
4411	7423	9401
4412	7424	9399
4413	7426	9398
4414	7427	9396
4415	7429	9394
4416	7431	9392
4417	7432	9390
4418	7434	9389
4419	7435	9387
4420	7437	9385
4421	7439	9383
4422	7440	9381
4423	7442	9380
4424	7443	9378
4425	7445	9376
4426	7446	9374
4427	7448	9372
4428	7450	9371
4429	7451	9369
4430	7453	9367
4431	7454	9365
4432	7456	9364
4433	7458	9362
4434	7459	9360
4435	7461	9358
4436	7463	9356
4437	7464	9355
4438	7466	9353
4439	7467	9351
4440	7469	9349
4441	7470	9347
4442	7472	9345
4443	7474	9344
4444	7475	9342
4445	7477	9340
4446	7478	9338
4447	7480	9337
4448	7482	9335
4449	7483	9333
4450	7485	9331
4451	7486	9329
4452	7488	9327
4453	7489	9326
4454	7491	9324
4455	7492	9322
4456	7494	9320
4457	7496	9318
4458	7497	9317
4459	7499	9315
4460	7501	9313
4461	7502	9312
4462	7504	9310
4463	7506	9309
4464	7508	9307
4465	7509	9305
4466	7511	9303
4467	7513	9302
4468	7514	9300
4469	7516	9298
4470	7517	9296
4471	7519	9294
4472	7520	9292
4473	7522	9291
4474	7523	9289
4475	7525	9287
4476	7526	9285
4477	7528	9283
4478	7530	9282
4479	7531	9280
4480	7533	9278
4481	7534	9276
4482	7536	9274
4483	7537	9272
4484	7539	9271
4485	7541	9269
4486	7542	9267
4487	7544	9265
4488	7546	9264
4489	7547	9262
4490	7549	9260
4491	7550	9258
4492	7552	9257
4493	7554	9255
4494	7555	9253
4495	7557	9251
4496	7558	9249
4497	7560	9247
4498	7562	9246
4499	7563	9244
4500	7565	9242
4501	7566	9240
4502	7568	9239
4503	7570	9237
4504	7571	9235
4505	7573	9233
4506	7574	9231
4507	7576	9230
4508	7577	9228
4509	7579	9226
4510	7580	9224
4511	7582	9222
4512	7584	9221
4513	7586	9219
4514	7587	9217
4515	7589	9215
4516	7590	9214
4517	7592	9212
4518	7594	9210
4519	7596	9209
4520	7597	9207
4521	7599	9205
4522	7600	9203
4523	7602	9202
4524	7603	9200
4525	7605	9198
4526	7606	9196
4527	7608	9194
4528	7609	9192
4529	7611	9190
4530	7612	9189
4531	7614	9187
4532	7615	9185
4533	7617	9183
4534	7619	9181
4535	7620	9179
4536	7622	9177
4537	7623	9176
4538	7625	9174
4539	7627	9172
4540	7628	9171
4541	7630	9169
4542	7632	9167
4543	7633	9165
4544	7635	9163
4545	7636	9161
4546	7638	9159
4547	7639	9158
4548	7641	9156
4549	7643	9154
4550	7644	9153
4551	7646	9151
4552	7647	9149
4553	7649	9147
4554	7650	9145
4555	7652	9144
4556	7653	9142
4557	7655	9140
4558	7657	9138
4559	7658	9136
4560	7660	9134
4561	7661	9133
4562	7663	9131
4563	7665	9129
4564	7666	9128
4565	7668	9126
4566	7670	9124
4567	7672	9123
4568	7673	9121
4569	7675	9119
4570	7676	9117
4571	7678	9115
4572	7679	9113
4573	7681	9112
4574	7683	9110
4575	7684	9108
4576	7686	9107
4577	7687	9105
4578	7689	9103
4579	7690	9101
4580	7692	9099
4581	7694	9097
4582	7695	9096
4583	7697	9094
4584	7698	9092
4585	7700	9090
4586	7701	9088
4587	7703	9086
4588	7704	9085
4589	7706	9083
4590	7708	9081
4591	7709	9079
4592	7711	9077
4593	7712	9076
4594	7714	9074
4595	7716	9072
4596	7717	9070
4597	7719	9068
4598	7720	9067
4599	7722	9065
4600	7724	9063
4601	7726	9062
4602	7727	9060
4603	7729	9058
4604	7730	9057
4605	7732	9055
4606	7734	9053
4607	7735	9052
4608	7737	9050
4609	7739	9048
4610	7741	9047
4611	7742	9045
4612	7744	9043
4613	7746	9042
4614	7747	9040
4615	7749	9039
4616	7751	9037
4617	7753	9036
4618	7755	9035
4619	7757	9033
4620	7759	9032
4621	7761	9031
4622	7763	9029
4623	7764	9027
4624	7766	9025
4625	7769	9025
4626	7771	9024
4627	7772	9022
4628	7774	9020
4629	7776	9018
4630	7777	9017
4631	7779	9015
4632	7780	9013
4633	7782	9011
4634	7784	9010
4635	7785	9008
4636	7787	9006
4637	7789	9004
4638	7790	9003
4639	7792	9001
4640	7793	8999
4641	7795	8997
4642	7796	8995
4643	7798	8994
4644	7799	8992
4645	7801	8990
4646	7803	8988
4647	7804	8986
4648	7807	8986
4649	7808	8984
4650	7810	8982
4651	7811	8980
4652	7813	8978
4653	7815	8977
4654	7816	8975
4655	7818	8973
4656	7820	8972
4657	7821	8970
4658	7823	8968
4659	7824	8966
4660	7826	8964
4661	7827	8962
4662	7829	8961
4663	7830	8959
4664	7832	8957
4665	7834	8955
4666	7836	8954
4667	7837	8952
4668	7839	8950
4669	7841	8949
4670	7842	8947
4671	7844	8945
4672	7845	8943
4673	7847	8941
4674	7849	8940
4675	7850	8938
4676	7852	8937
4677	7853	8935
4678	7855	8933
4679	7857	8931
4680	7858	8930
4681	7860	8928
4682	7862	8926
4683	7864	8925
4684	7866	8923
4685	7867	8922
4686	7869	8920
4687	7870	8918
4688	7872	8916
4689	7874	8915
4690	7875	8913
4691	7877	8911
4692	7878	8909
4693	7880	8908
4694	7882	8906
4695	7883	8904
4696	7885	8902
4697	7886	8900
4698	7888	8899
4699	7889	8897
4700	7891	8895
4701	7893	8893
4702	7894	8891
4703	7896	8890
4704	7897	8888
4705	7899	8886
4706	7900	8884
4707	7902	8882
4708	7904	8881
4709	7905	8879
4710	7907	8877
4711	7908	8875
4712	7910	8873
4713	7913	8873
4714	7914	8871
4715	7916	8869
4716	7917	8867
4717	7919	8865
4718	7920	8864
4719	7922	8862
4720	7923	8860
4721	7925	8858
4722	7927	8856
4723	7928	8855
4724	7930	8853
4725	7931	8851
4726	7933	8849
4727	7935	8848
4728	7936	8846
4729	7938	8844
4730	7939	8842
4731	7941	8841
4732	7943	8839
4733	7944	8837
4734	7946	8835
4735	7947	8834
4736	7949	8832
4737	7951	8830
4738	7952	8828
4739	7954	8827
4740	7956	8825
4741	7957	8823
4742	7959	8821
4743	7961	8820
4744	7962	8818
4745	7964	8816
4746	7965	8815
4747	7967	8813
4748	7968	8811
4749	7970	8809
4750	7971	8807
4751	7973	8805
4752	7975	8803
4753	7976	8802
4754	7978	8800
4755	7979	8798
4756	7981	8796
4757	7983	8795
4758	7984	8793
4759	7986	8791
4760	7987	8789
4761	7989	8787
4762	7990	8785
4763	7992	8784
4764	7993	8782
4765	7995	8780
4766	7997	8778
4767	7998	8777
4768	8000	8775
4769	8001	8773
4770	8003	8771
4771	8004	8769
4772	8006	8768
4773	8008	8766
4774	8010	8765
4775	8011	8763
4776	8013	8761
4777	8015	8759
4778	8016	8758
4779	8018	8756
4780	8019	8754
4781	8021	8752
4782	8022	8750
4783	8024	8749
4784	8026	8747
4785	8027	8745
4786	8029	8743
4787	8030	8742
4788	8033	8740
4789	8034	8739
4790	8036	8737
4791	8037	8735
4792	8039	8733
4793	8040	8731
4794	8042	8730
4795	8043	8728
4796	8045	8726
4797	8047	8724
4798	8048	8722
4799	8050	8720
4800	8051	8719
4801	8053	8717
4802	8054	8715
4803	8056	8713
4804	8058	8712
4805	8059	8710
4806	8061	8708
4807	8063	8706
4808	8064	8705
4809	8066	8703
4810	8067	8701
4811	8069	8699
4812	8071	8698
4813	8072	8696
4814	8074	8694
4815	8075	8692
4816	8077	8691
4817	8079	8689
4818	8080	8687
4819	8082	8685
4820	8083	8684
4821	8085	8682
4822	8086	8680
4823	8088	8678
4824	8089	8676
4825	8091	8674
4826	8092	8673
4827	8094	8671
4828	8096	8669
4829	8097	8667
